PLGDN;10.07.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.90;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;10.07.2005;17:10:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.00;Cargo Service Co. Ltd Gdañsk;NAB. SZCZESCIÑSKIE - GTK
PLGDN;17.07.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.90;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;18.07.2005;05:50:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;24.07.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.90;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;25.07.2005;19:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;27.07.2005;06:00:00;DELBC;JESSICA;Antigua and Barbuda;6505521;V2WG;530;47.80;Vetro Shipping Services;K2 - Stocznia Gdanska
PLGDN;31.07.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;01.08.2005;11:00:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;03.08.2005;22:00:00;LVVNT;MATALOBOS;Latvia;7111690;YLAI;878;57.00;Oktan Energy & V/L Service;OPP
PLGDN;07.08.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;Westerplatte
PLGDN;09.08.2005;04:00:00;LVVNT;MATALOBOS;Latvia;7111690;YLAI;878;57.87;Oktan Energy & V/L Service;OPP
PLGDN;11.08.2005;06:55:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;12.08.2005;09:00:00;DKAAR;JESSICA;Antigua and Barbuda;6505521;V 2 W G;530;47.80;Vetro Shipping Services;"""K2"" - Stocznia Gdanska"
PLGDN;14.08.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;16.08.2005;06:00:00;ARLPG;SWAN LAKE;Liberia;8030386;A8CB3;7285;135.50;Vetro Shipping Services;Gdanska Stocznia Remontowa
PLGDN;16.08.2005;11:40:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;21.08.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;23.08.2005;03:30:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;28.08.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;29.08.2005;06:00:00;FIHEL;PETSAMO;Finland;7517545;IOZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;01.09.2005;23:30:00;USCHS;SARABAND;Liberia;8309787;ELVL3;31248;182.80;Vetro Shipping Services;GSR-Remontowa
PLGDN;04.09.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;05.09.2005;06:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;11.09.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;11.09.2005;22:30:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;18.09.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;19.09.2005;12:35:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;25.09.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;26.09.2005;10:30:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE - GTK
PLGDN;02.10.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;04.10.2005;08:20:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;09.10.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;11.10.2005;07:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;12.10.2005;12:00:00;SHASI;ASCENSION;United States;8912857;WBAS;3972;97.80;Pol-Mare Sp. z o. o.;Nab.Rudowe
PLGDN;16.10.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;18.10.2005;07:30:00;RULED;PETSAMO;Finland;7517545;IOZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECÑSKIE - GTK
PLGDN;23.10.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;24.10.2005;11:00:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;29.10.2005;18:00:00;DEPAP;BAVARIA;Antigua and Barbuda;9116797;V2HA3;2532;87.94;Pol-Mare Sp. z o. o.;Nab. Rudowe
PLGDN;30.10.2005;19:00:00;LTKLJ;KAUNAS;Lithuania;8311924;LYAG;25606;190.00;DFDS SEAWAYS Sp. z o. o.;WESTERPLATTE
PLGDN;01.11.2005;23:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;07.11.2005;09:40:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;14.11.2005;06:50:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;21.11.2005;14:20:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;29.11.2005;07:20:00;RULED;PETSAMO;Finland;751754;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;30.11.2005;08:00:00;FIVAA;EKEN;Norway;9286827;LAMT5;8829;134.30;POLSTEAM SHIPPING AGENCY Gdañsk;"BP PP ""O"""
PLGDN;05.12.2005;07:00:00;FIHEL;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECINSKIE - GTK
PLGDN;13.12.2005;06:30:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECINSKIE - GTK
PLGDN;19.12.2005;11:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.00;Cargo Service Co. Ltd Gdañsk;NAB. SZCZECIÑSKIE -GTK
PLGDN;27.12.2005;16:00:00;RULED;PETSAMO;Finland;7517545;OIZH;2356;84.28;Cargo Service Co. Ltd Gdañsk;NAB.SZCZECIÑSKIE - GTK
