Kod portu;Data przybycia;Godzina przybycia;Kod portu, z którego jednostka przyp³ynê³a;Nazwa statku;Bandera;nr IMO;Sygna³ wywo³awczy;Pojemnoœæ brutto;D³ugoœæ;Agent;Nabrze¿e (miejsce zacumowania)
PLPLC;2011-04-20;11:00:00;LVVNT;OMSKIY 134;Russian Federation;8881711;U C I F;2544;102.23;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-04-20;12:50:00;MACAS;RODLO;Malta;8219334;9HAJ7;21531;195.08;POLSTEAM SHIPPING AGENCY Ltd.;Police port morski
PLPLC;2011-04-23;10:25:00;SEFAG;NORDICA HAV;Bahamas;8209717;C6RA7;1514;82.45;Unibaltic Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-04-23;14:30:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Port Barkowy
PLPLC;2011-04-25;20:00:00;TGKPE;FALCON TRAVELLER;Liberia;9070424;A8DK5;15880;167.20;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port Morski
PLPLC;2011-04-26;06:15:00;LTKLJ;OMSKIY-140;Russian Federation;8867052;UANX;2470;108.36;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port Barkowy
PLPLC;2011-04-29;16:50:00;DERSK;RIA;Germany;5239503;DDMJ;337;46.49;AHLMANN ZERSSEN Sp. z o.o.; Police port Morski
PLPLC;2011-04-29;23:30:00;PLSZZ;ANNEMARIE;Dominica;6713283;J7BM6;1064;68.42;TSF Wojciech Nieborak;PORT MORSKI POLICE
PLPLC;2011-04-30;17:00:00;RULED;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port Barkowy
PLPLC;2011-04-30;09:40:00;PLSZZ;VEGA;Denmark;7413593;OXSX2;1872;75.50;Albers-Hansen Sp. z o.o.;Police - Port Morski
PLPLC;2011-05-02;12:20:00;NO888;AASHEIM;Gibraltar;9247106;ZDKD8;4112;107.05;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-05-03;02:00:00;DZAAE;MAJOR HUBAL;Malta;8219310;9HEA7;21531;195.21;POLSTEAM SHIPPING AGENCY Ltd.;nab.Police -port morski
PLPLC;2011-05-05;23:35:00;GBBEL;NINA;Netherlands;9180841;PHCF;3954;100.85;KEYTRADE;PORT MORSKI POLICE
PLPLC;2011-05-07;20:00:00;ESLPA;SIRAYA WISDOM;Panama;9403841;3EMJ4;12655;153.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port morski
PLPLC;2011-05-07;23:00:00;DELBC;BRAKE;Tuvalu;5225904;T2ND;603;57.89;DAN SHIPPING & TRADING Co. Ltd. ;PORT MORSKI
PLPLC;2011-05-07;20:00:00;ESLPA;SIRAYA WISDOM;Panama;9403841;3EMJ4;12655;153.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Police Port morski
PLPLC;2011-05-08;02:40:00;DESTA;IBERICA HAV;Bahamas;9210012;C6Y13;1599;87.92;Ger Pol Shipping & Forwarding Co. Ltd. ;Police Port Barkowy
PLPLC;2011-05-10;05:45:00;LTKLJ;SORMOVSKIY 3048;Russian Federation;8101410;UILT;3041;119.00;Trans Baltic Spó³ka Cywilna;Port Morski
PLPLC;2011-05-13;10:00:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-05-15;10:00:00;MACAS;BATALIONY CHLOPSKIE;Liberia;8502573;A8DS7;21460;195.24;POLSTEAM SHIPPING AGENCY Ltd.;Police M
PLPLC;2011-05-16;04:00:00;LVVNT;AMUR 2507;Russian Federation;8721337;UEIT;3086;115.80;Trans Baltic Spó³ka Cywilna;Port Morski
PLPLC;2011-05-17;10:50:00;PLSZZ; PALICA;Poland;7704057;SQIS;999;60.00;Ship-Service S.A.;POLICE PORT MORSKI
PLPLC;2011-05-18;01:00:00;LVVNT;VOLGOBALT 243;Russian Federation;8230572;UAKV;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;Port Barkowy
PLPLC;2011-05-19;17:00:00;DKAAR;GLOBIA;Saint Vincent and the Grenadines;7823334;J8B2794;1095;66.15;AHLMANN ZERSSEN Sp. z o.o.;Police Port Morski
PLPLC;2011-05-19;02:45:00;DKLGR;EEMS STAR;Netherlands;9421659;PHMP;1862;87.20;Unibaltic Sp. z o.o.;PM POLICE
PLPLC;2011-05-19;23:30:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-05-20;12:00:00;SEKAN;MAGDA D;Antigua and Barbuda;8407228;V2NA;1298;74.90;AHLMANN ZERSSEN Sp. z o.o.;Police Sea Port 
PLPLC;2011-05-23;02:00:00;LTKLJ;WILHELMINE STEFFENS;Germany;8100583;DHGL;1022;74.00;AHLMANN ZERSSEN Sp. z o.o.;Police port Morski
PLPLC;2011-05-23;07:30:00;MACAS;POMORZE ZACHODNIE;Liberia;8207783;A8DS9;16697;180.25;POLSTEAM SHIPPING AGENCY Ltd.;Police - Port morski
PLPLC;2011-05-25;13:00:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-05-25;01:15:00;PLGDY;HELGA;Antigua and Barbuda;8402577;V2XS;1472;79.10;Unibaltic Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-05-26;16:30:00;LVVNT;AMUR 2524;Russian Federation;8721507;UALJ;2996;116.00;Trans Baltic Spó³ka Cywilna;Port Morski Police
PLPLC;2011-05-26;14:15:00;GR888;WESTON;Gibraltar;7410814;ZDIM6;12400;159.16;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-05-28;19:50:00;PLGDY;BALTIYSKIY 109;Saint Vincent and the Grenadines;7612515;J8B4513;1926;94.70;Unibaltic Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-05-28;16:00:00;ZZUKN;HATICE AKAR;Panama;7433335;3EFN6;9780;146.00;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-05-29;02:00:00;LTKLJ;OMSKIY-140;Russian Federation;8867052;UANX;2470;108.36;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-05-30;06:10:00;NO888;AASLI;Gibraltar;9060778;ZDKD7;3968;99.95;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-05-30;21:15:00;TNSFA;DIANA;Cyprus;9133769;P3PY7;25206;186.45;POLSTEAM SHIPPING AGENCY Ltd.;Police - port morski
PLPLC;2011-06-01;06:55:00;PLSZZ;MERLE;Antigua and Barbuda;9106936;V2AG6;2456;87.97;Albers-Hansen Sp. z o.o.;police port morski
PLPLC;2011-06-01;15:45:00;SEHAD;MARINDA;Netherlands;9173197;PCFS;2056;88.95;Fast Baltic - Nawigator;Police Port Morski
PLPLC;2011-06-04;19:20:00;NLAMS;APISARA NAREE;Thailand;9127045;HSAP2;11474;144.75;KEYTRADE;port morski
PLPLC;2011-06-08;05:30:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-06-10;14:45:00;PLSZZ;CARINA;Antigua and Barbuda;8914142;V2UF;2481;87.37;Unibaltic Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-06-13;15:00:00;LTKLJ;OMSKIY 140;Russian Federation;8867052;UANX;2470;108.40;Trans Baltic Spó³ka Cywilna;Port Barkowy
PLPLC;2011-06-13;07:15:00;MACAS;NOGAT;Cyprus;9154268;P3HZ8;11848;149.40;POLSTEAM SHIPPING AGENCY Ltd.;Police -port morski
PLPLC;2011-06-13;18:00:00;PLSWI;WILSON RUHR;Barbados;9145542;8PTA;1169;78.89;SMS MARITIME SERVICES Ltd.;PORT  MORSKI
PLPLC;2011-06-15;16:30:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-06-17;03:15:00;NOTSX;AASHEIM;Gibraltar;9247106;ZDKD8;4112;107.05;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-06-20;10:15:00;LTKLJ;AMUR 2524;Russian Federation;8721507;UALJ;2996;116.00;Trans Baltic Spó³ka Cywilna;Port Morski Police
PLPLC;2011-06-22;06:00:00;LTKLJ;VOLGOBALT 244;Russian Federation;8230584;UAKW;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-06-23;09:40:00;NO888;AASHEIM;Gibraltar;9247106;ZDKD8;4112;107.05;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-06-24;01:45:00;SESFT;FORTUNE;Netherlands;9361354;PHNK;2999;89.78;Unibaltic Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-06-27;08:25:00;LTKLJ;AVIAKONSTRUKTOR POLIKARPOV;Russian Federation;8136556;UEYW;2466;114.00;Trans Baltic Spó³ka Cywilna;Port Barkowy
PLPLC;2011-06-27;17:40:00;SYTTS;ADI I;Sierra Leone;7623100;9LB2225;12034;140.00;NEPTUNE AGENCY Sp. z o.o. ;PORT MORSKI
PLPLC;2011-06-28;13:35:00;SEHOG;WILSON HOOK;Cyprus;9017434;P3TW9;2993;89.98;KEYTRADE;PORT MORSKI POLICE
PLPLC;2011-06-30;10:45:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;108.36;Trans Baltic Spó³ka Cywilna;Port Barkowy
PLPLC;2011-06-30;09:40:00;ESSCI;GERMANICA HAV;Saint Vincent and the Grenadines;8324672;J8B4274;1557;82.17;Ger Pol Shipping & Forwarding Co. Ltd. ;Police Port Morski
PLPLC;2011-07-02;13:00:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2478;114.02;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-07-04;01:00:00;LVVNT;VOLGOBALT 243;Russian Federation;8230572;UAKV;2457;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-07-05;08:00:00;DEMUK;LEESWIG;Antigua and Barbuda;9139335;V2GF;2901;88.20;KOSIOR SHIPPING COMPANY Sp. z o.o.;w porcie 
PLPLC;2011-07-05;21:15:00;MACAS;ARMIA LUDOWA;Liberia;8502535;ELUL7;21458;195.30;POLSTEAM SHIPPING AGENCY Ltd.;Police -port morski
PLPLC;2011-07-06;13:50:00;LVVNT;OMSKIY 141;Russian Federation;8873764;UGZK;2460;108.40;Trans Baltic Spó³ka Cywilna;Port Barkowy
PLPLC;2011-07-06;16:00:00;SEHAD;UNION EMERALD;Isle of Man;9374741;2DTB5;2967;85.95;KOSIOR SHIPPING COMPANY Sp. z o.o.;Police Port Morski
PLPLC;2011-07-07;09:50:00;NLAMS;TALLIN;Antigua and Barbuda;9130224;V2PA1;2810;89.74;SMS MARITIME SERVICES Ltd.;PORT MORSKI
PLPLC;2011-07-08;05:00:00;LVVNT;OMSKIY 133;Russian Federation;8873336;UIWR;2528;105.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-07-09;17:35:00;LTKLJ;SORMOVSKIY 53;Russian Federation;8628133;UAKX;2478;114.02;Trans Baltic Spó³ka Cywilna;Police - Port Barkowy
PLPLC;2011-07-09;12:55:00;DKRAN;FRI STREAM;Bahamas;9115896;C6UD4;2051;89.98;KOSIOR SHIPPING COMPANY Sp. z o.o.;w morzu
PLPLC;2011-07-12;21:05:00;PLSZZ;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;Nb.PORT MORSKI
PLPLC;2011-07-12;19:45:00;GR888;WESTON;Gibraltar;7410814;ZDIM6;12400;159.16;INTERAGENT Sp. z o.o.;POLICE PORT MORSKI
PLPLC;2011-07-13;13:20:00;PLSWI;ROMANKA;Poland;8026440;SQLT;997;64.00;Ship-Service S.A.;Nb.PORT MORSKI
PLPLC;2011-07-13;18:00:00;NOSUN;MAZURY;Bahamas;9285122;C6TX8;24109;189.98;POLSTEAM SHIPPING AGENCY Ltd.;Police M
PLPLC;2011-07-14;23:00:00;LTKLJ;AVIAKONSTRUKTOR POLIKARPOV;Russian Federation;8136556;UEYW;2466;114.00;Wilhelmsen Ships Service Polska Sp. z o.o. ;port barkowy
PLPLC;2011-07-15;19:30:00;DERSK;WULF 5;Germany;6907169;DGDA;154;29.00;POSEIDON FRACHTCONTOR JUNGE Sp. z o.o.;PORT MORSKI POLICE
PLPLC;2011-07-16;14:55:00;PLSZZ;HAV MARLIN;Bahamas;9073892;C6XF7;1990;88.21;Unibaltic Sp. z o.o.;PM Police
PLPLC;2011-07-17;13:00:00;LVVNT;OMSKIY 134;Russian Federation;8881711;UCIF;2544;108.40;Trans Baltic Spó³ka Cywilna;Port Barkowy
